bpm,ibi,sdnn,rmssd,sd1,sd2,s
68.70229008,873.3333333,24.94438258,44.72135955,28.28427125,14.14213562,1256.637061
72.58064516,826.6666667,33.99346342,70.71067812,49.49747468,7.071067812,1099.557429
67.1641791,893.3333333,9.428090416,14.14213562,7.071067812,7.071067812,157.0796327
71.00591716,845,58.94913061,71.18052168,41.63331999,56.96002497,7450.082605
107.1428571,560,226.8626604,480.416486,339.411255,14.14213562,15079.64474
70.3125,853.3333333,9.428090416,14.14213562,7.071067812,7.071067812,157.0796327
